,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
920,60,8462,6,5,27,105.0,814.0,114.0,928.0,936,1721,7,0.1,2.0,471.0,300.0,87.0,201000
921,90,8777,5,7,121,0.1,1084.0,188.0,1272.0,1272,2200,9,0.1,0.1,0.1,0.1,70.0,145900
922,20,10237,6,5,16,0.1,28.0,1288.0,1316.0,1316,1316,6,1.0,2.0,397.0,100.0,0.1,169990
923,120,8012,6,5,28,0.1,165.0,598.0,1604.0,1617,1617,5,1.0,2.0,533.0,0.1,69.0,193000
924,20,10240,6,6,41,157.0,625.0,0.1,1686.0,1686,1686,7,1.0,2.0,612.0,384.0,131.0,207500
925,20,15611,5,6,44,0.1,767.0,266.0,1126.0,1126,1126,6,0.1,2.0,540.0,180.0,0.1,175000
926,60,11999,8,5,18,340.0,0.1,1181.0,1181.0,1234,2374,10,1.0,3.0,656.0,104.0,100.0,285000
927,60,9900,7,5,53,342.0,552.0,280.0,832.0,1098,1978,9,1.0,2.0,486.0,0.1,43.0,176000
928,20,11838,8,5,20,0.1,0.1,1753.0,1753.0,1788,1788,7,1.0,2.0,522.0,202.0,151.0,236500
929,60,13006,7,5,24,285.0,0.1,964.0,964.0,993,2236,8,1.0,2.0,642.0,0.1,0.1,222000
930,20,8925,8,5,14,0.1,16.0,1450.0,1466.0,1466,1466,7,0.1,3.0,610.0,100.0,18.0,201000
931,20,9100,5,6,56,0.1,338.0,121.0,925.0,925,925,5,0.1,1.0,429.0,0.1,0.1,117500
932,20,11670,9,5,15,302.0,0.1,1905.0,1905.0,1905,1905,8,1.0,3.0,788.0,0.1,191.0,320000
933,20,8487,7,5,17,210.0,20.0,1480.0,1500.0,1500,1500,6,0.1,2.0,570.0,192.0,36.0,190000
934,20,27650,7,7,61,0.1,425.0,160.0,585.0,2069,2069,9,1.0,2.0,505.0,0.1,0.1,242000
935,30,5825,4,5,95,108.0,0.1,600.0,600.0,747,747,5,0.1,2.0,528.0,0.1,0.1,79900
937,60,9675,7,5,16,0.1,341.0,772.0,1113.0,1113,1971,8,1.0,2.0,689.0,0.1,48.0,253000
938,60,8760,7,5,15,0.1,464.0,927.0,1391.0,1391,1962,7,0.1,3.0,868.0,0.1,90.0,239799
939,70,24090,7,7,81,0.1,0.1,1032.0,1032.0,1207,2403,10,2.0,1.0,349.0,56.0,0.1,244400
940,90,12640,6,5,45,0.1,936.0,396.0,1728.0,1728,1728,8,0.1,2.0,574.0,40.0,0.1,150900
941,60,8755,7,5,22,298.0,772.0,220.0,992.0,1022,2060,8,1.0,2.0,390.0,0.1,0.1,214000
942,90,7711,4,3,44,0.1,1440.0,0.1,1440.0,1440,1440,8,0.1,0.1,0.1,321.0,0.1,150000
943,90,25000,5,4,54,0.1,0.1,1632.0,1632.0,1632,1632,8,0.1,2.0,576.0,0.1,0.1,143000
944,20,14375,6,6,63,541.0,111.0,354.0,819.0,1344,1344,7,1.0,2.0,525.0,0.1,118.0,137500
945,50,8820,5,6,131,0.1,1088.0,0.1,1088.0,1188,1869,7,0.1,2.0,456.0,48.0,0.1,124900
946,80,8163,5,6,62,128.0,748.0,102.0,1144.0,1144,1144,6,1.0,1.0,796.0,86.0,0.1,143000
947,20,14536,8,5,19,236.0,1300.0,316.0,1616.0,1629,1629,9,1.0,3.0,808.0,0.1,252.0,270000
948,60,14006,7,5,19,144.0,0.1,936.0,936.0,936,1776,7,1.0,2.0,474.0,144.0,96.0,192500
949,20,9360,6,7,49,0.1,982.0,179.0,1161.0,1381,1381,5,1.0,2.0,676.0,0.1,0.1,197500
950,20,7200,5,8,71,0.1,398.0,317.0,864.0,864,864,5,0.1,2.0,720.0,194.0,0.1,129000
951,20,7800,5,5,56,0.1,641.0,187.0,828.0,965,965,6,0.1,1.0,300.0,421.0,0.1,119900
952,85,7200,5,8,49,0.1,660.0,108.0,768.0,768,768,5,0.1,1.0,396.0,192.0,0.1,133900
953,60,11075,5,4,52,232.0,562.0,29.0,784.0,1168,1968,7,1.0,2.0,530.0,305.0,189.0,172000
954,90,9400,6,5,46,250.0,945.0,0.1,945.0,980,980,4,0.1,0.1,0.1,0.1,0.1,127500
955,90,7136,6,6,75,423.0,484.0,495.0,979.0,979,1958,8,0.1,2.0,492.0,0.1,0.1,145000
956,160,1300,6,6,41,0.1,285.0,276.0,561.0,561,1229,5,1.0,2.0,462.0,150.0,0.1,124000
957,20,7420,5,5,59,0.1,417.0,640.0,1057.0,1057,1057,6,0.1,2.0,576.0,0.1,0.1,132000
958,20,8450,7,5,18,0.1,699.0,638.0,1337.0,1337,1337,6,0.1,2.0,531.0,0.1,39.0,185000
959,160,2572,7,5,22,0.1,604.0,92.0,696.0,696,1416,6,0.1,2.0,484.0,0.1,44.0,155000
960,20,7207,5,7,63,0.1,696.0,162.0,858.0,858,858,4,0.1,0.1,0.1,117.0,0.1,116500
961,60,12227,6,7,44,424.0,896.0,434.0,1330.0,1542,2872,11,1.0,2.0,619.0,550.0,282.0,272000
962,160,2308,6,6,45,0.1,556.0,248.0,804.0,804,1548,7,1.0,2.0,440.0,48.0,0.1,155000
963,20,11923,9,5,14,0.1,0.1,1800.0,1800.0,1800,1800,7,0.1,2.0,702.0,288.0,136.0,239000
964,60,11316,7,5,19,44.0,624.0,193.0,817.0,824,1894,8,1.0,2.0,510.0,0.1,40.0,214900
965,60,10237,6,5,16,0.1,0.1,783.0,783.0,783,1484,8,1.0,2.0,393.0,0.1,72.0,178900
966,50,9600,5,7,81,0.1,428.0,300.0,728.0,976,1308,7,2.0,1.0,256.0,0.1,70.0,160000
967,20,7390,5,7,66,151.0,902.0,196.0,1098.0,1098,1098,6,0.1,1.0,260.0,0.1,0.1,135000
968,50,5925,3,6,111,0.1,0.1,600.0,600.0,600,968,6,0.1,0.1,0.1,0.1,0.1,37900
969,190,10382,6,5,63,105.0,513.0,75.0,588.0,1095,1095,6,0.1,1.0,264.0,0.1,0.1,140000
970,50,10800,4,4,72,0.1,0.1,720.0,720.0,720,1192,6,0.1,0.1,0.1,0.1,0.1,135000
971,160,2268,7,5,18,106.0,567.0,197.0,764.0,764,1626,6,0.1,2.0,474.0,0.1,27.0,173000
972,120,7892,6,5,42,0.1,0.1,918.0,918.0,918,918,5,1.0,1.0,264.0,28.0,0.1,99500
974,70,11414,7,8,111,0.1,0.1,728.0,728.0,1136,2019,8,0.1,2.0,532.0,509.0,135.0,167500
975,160,2651,7,5,21,0.1,641.0,32.0,673.0,673,1382,6,0.1,2.0,490.0,153.0,50.0,165000
976,30,5900,4,7,98,0.1,0.1,440.0,440.0,869,869,4,0.1,0.1,0.1,0.1,0.1,85500
978,20,9450,4,5,67,0.1,552.0,342.0,894.0,894,894,5,0.1,2.0,400.0,0.1,0.1,110000
979,20,8816,5,6,58,0.1,651.0,470.0,1121.0,1121,1121,5,0.1,2.0,480.0,0.1,80.0,139000
980,85,12122,7,9,60,210.0,867.0,77.0,944.0,999,999,6,0.1,2.0,588.0,144.0,76.0,178400
981,60,12203,8,5,23,975.0,854.0,371.0,1225.0,1276,2612,8,1.0,3.0,676.0,250.0,0.1,336000
982,20,3182,7,5,14,16.0,0.1,1266.0,1266.0,1266,1266,6,1.0,2.0,388.0,100.0,16.0,159895
983,60,11250,8,5,19,0.1,0.1,1128.0,1128.0,1149,2290,9,1.0,2.0,779.0,0.1,0.1,255900
984,90,10125,5,5,44,0.1,0.1,0.1,0.1,1302,1734,8,0.1,2.0,539.0,0.1,0.1,126000
985,190,10880,5,5,71,0.1,1040.0,124.0,1164.0,1164,1164,5,0.1,1.0,240.0,0.1,48.0,125000
986,50,5310,6,8,111,0.1,0.1,485.0,485.0,1001,1635,5,0.1,1.0,255.0,394.0,0.1,117000
987,20,10159,9,5,12,450.0,1646.0,284.0,1930.0,1940,1940,8,1.0,3.0,606.0,168.0,95.0,395192
988,60,12046,6,6,45,298.0,156.0,692.0,848.0,1118,2030,8,1.0,2.0,551.0,0.1,224.0,195000
989,60,8125,7,5,15,0.1,0.1,770.0,770.0,778,1576,6,0.1,2.0,614.0,0.1,50.0,197000
990,60,9452,8,5,24,423.0,1074.0,322.0,1396.0,1407,2392,7,1.0,3.0,870.0,0.1,70.0,348000
991,70,17671,8,9,139,0.1,216.0,700.0,916.0,916,1742,8,1.0,2.0,424.0,0.1,169.0,168000
992,60,9760,6,8,57,340.0,536.0,169.0,822.0,1020,1851,7,1.0,2.0,440.0,239.0,42.0,187000
993,60,8846,6,5,16,0.1,0.1,750.0,750.0,750,1500,6,0.1,2.0,564.0,0.1,35.0,173900
994,20,12456,10,5,15,230.0,1172.0,528.0,1700.0,1718,1718,7,1.0,3.0,786.0,216.0,48.0,337500
995,50,4712,4,7,75,0.1,384.0,363.0,747.0,774,1230,5,0.1,1.0,305.0,0.1,57.0,121600
996,20,10659,5,6,60,0.1,915.0,135.0,1050.0,1050,1050,6,0.1,1.0,368.0,0.1,319.0,136500
997,20,11717,6,6,51,571.0,0.1,1442.0,1442.0,1442,1442,6,1.0,2.0,615.0,371.0,0.1,185000
998,30,9786,3,4,99,0.1,0.1,1007.0,1007.0,1077,1077,6,1.0,1.0,210.0,0.1,100.0,91000
999,20,6762,7,5,15,24.0,686.0,501.0,1187.0,1208,1208,6,0.1,2.0,632.0,105.0,61.0,206000
1000,20,10206,3,3,69,0.1,0.1,0.1,0.1,944,944,4,0.1,2.0,528.0,0.1,0.1,82000
1001,30,5400,5,6,101,0.1,0.1,691.0,691.0,691,691,4,0.1,1.0,216.0,0.1,20.0,86000
1002,20,11957,8,5,15,53.0,24.0,1550.0,1574.0,1574,1574,7,1.0,3.0,824.0,144.0,104.0,232000
1003,90,11500,5,6,45,164.0,0.1,1680.0,1680.0,1680,1680,8,0.1,2.0,528.0,0.1,0.1,136905
1004,120,3182,7,5,16,16.0,16.0,1330.0,1346.0,1504,1504,7,1.0,2.0,457.0,156.0,0.1,181000
1005,80,8385,5,8,44,220.0,595.0,390.0,985.0,985,985,6,0.1,1.0,328.0,210.0,0.1,149900
1006,20,12155,6,3,51,0.1,1237.0,420.0,1657.0,1657,1657,7,1.0,2.0,484.0,0.1,0.1,163500
1007,160,2217,4,4,51,0.1,273.0,0.1,546.0,546,1092,6,0.1,1.0,286.0,238.0,0.1,88000
1008,20,12118,7,5,17,108.0,0.1,1710.0,1710.0,1710,1710,7,1.0,2.0,550.0,100.0,48.0,240000
1009,50,6000,5,5,95,0.1,0.1,1008.0,1008.0,1008,1522,7,0.1,0.1,0.1,0.1,0.1,102000
1010,50,21286,5,5,73,0.1,0.1,720.0,720.0,720,1271,7,1.0,1.0,312.0,0.1,0.1,135000
1011,90,9825,5,5,56,0.1,0.1,0.1,0.1,1664,1664,8,0.1,0.1,0.1,0.1,0.1,100000
1012,70,10592,6,7,98,0.1,0.1,602.0,602.0,900,1502,7,2.0,1.0,180.0,96.0,0.1,165000
1013,30,7200,5,4,111,0.1,247.0,310.0,1022.0,1022,1022,4,0.1,1.0,280.0,0.1,30.0,85000
1014,20,11664,6,5,73,206.0,336.0,746.0,1082.0,1082,1082,5,1.0,1.0,240.0,0.1,130.0,119200
1015,60,8400,8,6,20,0.1,643.0,167.0,810.0,810,1665,6,0.1,2.0,528.0,0.1,45.0,227000
1016,20,11883,7,5,25,196.0,690.0,814.0,1504.0,1504,1504,6,1.0,2.0,478.0,115.0,66.0,203000
1017,120,5814,8,5,37,0.1,1036.0,184.0,1220.0,1360,1360,4,1.0,2.0,565.0,63.0,0.1,187500
1018,80,10784,7,5,30,76.0,0.1,384.0,384.0,802,1472,7,1.0,2.0,402.0,164.0,0.1,160000
1019,120,3013,7,5,16,145.0,16.0,1346.0,1362.0,1506,1506,6,1.0,2.0,440.0,142.0,20.0,213490
1020,20,7024,4,5,16,0.1,1024.0,108.0,1132.0,1132,1132,5,0.1,2.0,451.0,252.0,64.0,176000
1021,20,7406,7,5,15,84.0,684.0,515.0,1199.0,1220,1220,6,0.1,2.0,632.0,105.0,54.0,194000
1022,50,9439,5,5,91,0.1,324.0,588.0,912.0,912,1248,6,0.1,1.0,160.0,0.1,0.1,87000
1023,120,3182,7,5,16,14.0,16.0,1330.0,1346.0,1504,1504,7,1.0,2.0,437.0,156.0,20.0,191000
1024,20,15498,8,6,45,0.1,1165.0,0.1,1565.0,2898,2898,10,1.0,2.0,665.0,0.1,72.0,287000
1025,20,7700,5,5,49,0.1,138.0,276.0,882.0,882,882,5,0.1,2.0,461.0,96.0,0.1,112500
1026,20,9300,5,5,61,324.0,697.0,571.0,1268.0,1264,1264,6,2.0,2.0,461.0,0.1,0.1,167500
1027,20,9520,8,5,14,338.0,1513.0,125.0,1638.0,1646,1646,7,1.0,3.0,800.0,192.0,44.0,293077
1028,50,9492,5,5,80,0.1,368.0,359.0,768.0,968,1376,6,1.0,1.0,240.0,0.1,0.1,105000
1029,160,1680,6,7,49,281.0,317.0,355.0,672.0,672,1218,7,0.1,1.0,264.0,0.1,28.0,118000
1030,190,7082,5,8,105,0.1,0.1,686.0,686.0,948,1928,10,0.1,0.1,0.1,0.1,0.1,160000
1031,75,15863,7,3,101,0.1,523.0,301.0,824.0,1687,3082,12,2.0,2.0,672.0,136.0,63.0,197000
1032,60,14541,8,7,28,0.1,1012.0,326.0,1338.0,1352,2520,10,1.0,3.0,796.0,209.0,55.0,310000
1033,20,8125,7,5,19,295.0,986.0,668.0,1654.0,1654,1654,6,0.1,3.0,900.0,0.1,136.0,230000
1034,30,6305,5,7,83,0.1,0.1,920.0,920.0,954,954,5,1.0,1.0,240.0,0.1,0.1,119750
1035,20,11500,4,3,64,0.1,0.1,0.1,0.1,845,845,5,0.1,1.0,290.0,186.0,0.1,84000
1036,20,12898,9,5,14,70.0,1022.0,598.0,1620.0,1620,1620,6,1.0,3.0,912.0,228.0,0.1,315500
1037,60,9240,8,5,20,396.0,0.1,1055.0,1055.0,1055,2263,7,1.0,2.0,905.0,0.1,45.0,287000
1038,160,1533,4,6,51,0.1,0.1,546.0,546.0,798,1344,6,1.0,0.1,0.1,0.1,0.1,97000
1039,180,1477,4,4,51,0.1,509.0,121.0,630.0,630,630,3,0.1,1.0,286.0,0.1,0.1,80000
1040,20,13125,5,4,64,67.0,168.0,284.0,1134.0,1803,1803,8,1.0,2.0,484.0,0.1,0.1,155000
1041,60,9130,6,8,55,252.0,400.0,336.0,800.0,800,1632,7,0.1,2.0,484.0,0.1,40.0,173000
1042,120,5381,6,5,16,135.0,900.0,406.0,1306.0,1306,1306,5,1.0,2.0,624.0,170.0,63.0,196000
1043,60,11839,7,5,31,99.0,1085.0,390.0,1475.0,1532,2329,10,1.0,2.0,514.0,192.0,121.0,262280
1044,20,9600,8,5,40,0.1,1104.0,1420.0,2524.0,2524,2524,9,1.0,2.0,542.0,474.0,120.0,278000
1045,20,13680,3,5,66,0.1,0.1,0.1,0.1,1733,1733,8,1.0,2.0,452.0,0.1,0.1,139600
1046,60,16056,9,5,16,208.0,240.0,1752.0,1992.0,1992,2868,11,1.0,3.0,716.0,214.0,108.0,556581
1047,20,9245,5,5,27,0.1,686.0,304.0,990.0,990,990,5,0.1,2.0,672.0,0.1,0.1,145000
1048,20,21750,5,4,61,75.0,0.1,0.1,0.1,1771,1771,9,1.0,2.0,336.0,0.1,0.1,115000
1049,20,11100,4,7,75,0.1,0.1,0.1,0.1,930,930,6,0.1,1.0,308.0,0.1,0.1,84900
1050,20,8993,7,5,14,0.1,0.1,1302.0,1302.0,1302,1302,6,0.1,2.0,436.0,0.1,22.0,176485
1051,20,11175,7,5,14,0.1,0.1,1316.0,1316.0,1316,1316,6,1.0,2.0,440.0,0.1,20.0,200141
1052,60,9500,6,6,57,272.0,442.0,374.0,816.0,1127,1977,9,1.0,2.0,540.0,0.1,52.0,165000
1053,20,8562,5,6,64,145.0,383.0,833.0,1216.0,1526,1526,7,1.0,1.0,364.0,116.0,78.0,144500
1054,60,11367,8,5,19,210.0,932.0,133.0,1065.0,1091,1989,7,1.0,2.0,586.0,199.0,60.0,255000
1055,20,11361,6,5,45,160.0,644.0,549.0,1193.0,1523,1523,7,1.0,2.0,478.0,0.1,0.1,180000
1056,120,7052,7,5,16,240.0,659.0,705.0,1364.0,1364,1364,6,1.0,2.0,484.0,192.0,36.0,185850
1057,60,29959,7,6,27,0.1,595.0,378.0,973.0,979,1850,7,1.0,2.0,467.0,168.0,98.0,248000
1058,60,11308,9,5,13,154.0,936.0,168.0,1104.0,1130,2184,10,1.0,3.0,836.0,0.1,102.0,335000
1059,50,11275,6,7,89,480.0,297.0,0.1,854.0,1096,1991,7,1.0,2.0,432.0,0.1,0.1,220000
1060,120,4920,8,5,20,0.1,616.0,722.0,1338.0,1338,1338,6,0.1,2.0,582.0,0.1,0.1,213500
1061,30,18000,3,4,86,0.1,0.1,894.0,894.0,894,894,6,0.1,3.0,1248.0,0.1,20.0,81000
1062,190,13600,5,5,121,0.1,0.1,662.0,662.0,1422,2337,10,0.1,2.0,560.0,0.1,57.0,90000
1063,30,6000,6,6,96,0.1,397.0,706.0,1103.0,1103,1103,5,1.0,2.0,440.0,166.0,120.0,110500
1064,20,11000,5,6,55,200.0,740.0,184.0,1154.0,1154,1154,6,1.0,2.0,480.0,0.1,58.0,154000
1065,60,14000,7,5,25,0.1,1201.0,105.0,1306.0,1306,2260,7,0.1,2.0,533.0,296.0,44.0,328000
1066,60,7837,6,7,28,0.1,0.1,799.0,799.0,799,1571,7,1.0,2.0,380.0,0.1,40.0,178000
1067,60,9760,6,6,57,360.0,674.0,0.1,780.0,798,1611,7,0.1,2.0,442.0,328.0,128.0,167900
1068,160,3964,6,4,48,0.1,837.0,105.0,942.0,1291,2521,10,1.0,2.0,576.0,728.0,20.0,151400
1069,45,9600,5,7,72,0.1,220.0,625.0,845.0,893,893,4,0.1,2.0,576.0,0.1,0.1,135000
1070,20,10152,5,5,65,120.0,586.0,462.0,1048.0,1048,1048,6,0.1,1.0,286.0,0.1,20.0,135000
1071,60,11700,6,6,53,0.1,298.0,429.0,727.0,829,1556,8,0.1,2.0,441.0,0.1,0.1,154000
1072,50,7585,5,3,73,0.1,0.1,810.0,810.0,1002,1456,7,1.0,1.0,280.0,0.1,0.1,91500
1073,60,7950,6,6,44,140.0,535.0,155.0,690.0,698,1426,6,0.1,2.0,440.0,252.0,0.1,159500
1074,20,8556,7,5,15,0.1,0.1,1240.0,1240.0,1240,1240,5,0.1,3.0,826.0,140.0,93.0,194000
1075,70,13125,7,6,81,0.1,410.0,390.0,800.0,960,1740,6,2.0,1.0,240.0,0.1,0.1,219500
1076,50,10800,5,8,85,0.1,626.0,170.0,796.0,1096,1466,7,1.0,2.0,566.0,436.0,21.0,170000
1077,20,15870,5,5,52,0.1,75.0,230.0,1096.0,1096,1096,6,0.1,1.0,299.0,240.0,32.0,138800
1078,120,4435,6,5,17,169.0,662.0,186.0,848.0,848,848,3,1.0,2.0,420.0,140.0,0.1,155900
1079,20,8775,5,5,27,0.1,495.0,495.0,990.0,990,990,5,0.1,1.0,299.0,0.1,64.0,126000
1080,20,11040,6,7,50,144.0,656.0,602.0,1258.0,1258,1258,5,0.1,2.0,528.0,55.0,0.1,145000
1081,20,7500,5,5,58,0.1,824.0,216.0,1040.0,1040,1040,5,0.1,1.0,308.0,0.1,0.1,133000
1082,20,8749,7,5,19,100.0,0.1,1459.0,1459.0,1459,1459,6,1.0,2.0,527.0,192.0,39.0,192000
1083,20,8800,6,6,57,425.0,553.0,698.0,1251.0,1251,1251,6,2.0,1.0,461.0,0.1,116.0,160000
1084,60,13031,6,5,26,0.1,592.0,99.0,691.0,691,1498,6,1.0,2.0,409.0,315.0,44.0,187500
1085,85,9069,6,6,29,0.1,747.0,189.0,936.0,996,996,5,0.1,2.0,564.0,120.0,0.1,147000
1086,160,1974,4,5,48,0.1,334.0,212.0,546.0,546,1092,6,0.1,1.0,286.0,120.0,96.0,83500
1087,60,10574,8,5,16,0.1,0.1,1082.0,1082.0,1082,1953,9,1.0,3.0,1043.0,160.0,50.0,252000
1088,160,2522,7,5,17,50.0,0.1,970.0,970.0,970,1709,7,0.1,2.0,380.0,0.1,40.0,137500
1089,120,3316,8,5,16,0.1,1039.0,208.0,1247.0,1247,1247,4,1.0,2.0,550.0,0.1,84.0,197000
1090,90,8544,3,4,71,0.1,0.1,0.1,0.1,1040,1040,6,0.1,2.0,400.0,0.1,0.1,92900
1091,160,2160,7,5,22,212.0,510.0,90.0,600.0,624,1252,4,0.1,2.0,462.0,0.1,48.0,160000
1092,50,8400,6,5,96,0.1,423.0,758.0,1181.0,1390,1694,7,1.0,2.0,576.0,342.0,0.1,136500
1093,20,9230,5,8,56,166.0,661.0,203.0,864.0,1200,1200,6,0.1,2.0,884.0,0.1,64.0,146000
1094,20,5868,5,7,65,0.1,248.0,448.0,936.0,936,936,4,0.1,1.0,308.0,0.1,0.1,129000
1095,20,9317,6,5,15,0.1,24.0,1290.0,1314.0,1314,1314,6,1.0,2.0,440.0,0.1,22.0,176432
1096,70,6882,6,7,107,0.1,0.1,684.0,684.0,773,1355,7,0.1,0.1,0.1,136.0,0.1,127000
1097,120,3696,8,5,35,0.1,0.1,1074.0,1074.0,1088,1088,5,0.1,2.0,461.0,0.1,74.0,170000
1098,50,6000,4,6,85,0.1,672.0,0.1,672.0,757,1324,6,0.1,1.0,240.0,0.1,0.1,128000
1099,20,11880,7,5,43,206.0,704.0,567.0,1271.0,1601,1601,7,1.0,2.0,478.0,0.1,0.1,157000
1100,30,8400,2,5,101,0.1,290.0,0.1,290.0,438,438,3,0.1,1.0,246.0,0.1,0.1,60000
1101,20,9758,5,5,50,0.1,412.0,251.0,950.0,950,950,5,0.1,1.0,280.0,0.1,0.1,119500
1102,20,7000,5,7,61,45.0,588.0,422.0,1010.0,1134,1134,6,0.1,1.0,254.0,0.1,16.0,135000
1103,20,8910,6,6,62,0.1,655.0,0.1,655.0,1194,1194,6,1.0,2.0,539.0,0.1,0.1,159500
1104,160,2016,5,5,51,304.0,0.1,630.0,630.0,630,1302,6,0.1,2.0,440.0,0.1,0.1,106000
1105,60,12256,8,5,27,362.0,1032.0,431.0,1463.0,1500,2622,9,2.0,2.0,712.0,186.0,32.0,325000
1106,20,10357,7,5,31,0.1,738.0,172.0,910.0,1442,1442,6,1.0,2.0,719.0,0.1,244.0,179900
1107,60,23257,7,5,15,0.1,0.1,868.0,868.0,887,2021,9,1.0,2.0,422.0,0.1,100.0,274725
1108,60,8063,6,5,21,0.1,0.1,924.0,924.0,948,1690,7,1.0,2.0,463.0,100.0,48.0,181000
1109,20,11362,8,5,17,42.0,1039.0,797.0,1836.0,1836,1836,7,1.0,3.0,862.0,125.0,185.0,280000
1110,60,8000,6,5,26,0.1,219.0,554.0,773.0,773,1658,8,1.0,2.0,431.0,224.0,84.0,188000
1111,60,10480,7,6,45,660.0,403.0,400.0,803.0,1098,1964,8,1.0,2.0,483.0,0.1,69.0,205000
1112,20,7100,5,7,64,0.1,708.0,108.0,816.0,816,816,5,0.1,1.0,308.0,0.1,0.1,129900
1113,20,8923,5,7,68,0.1,643.0,365.0,1008.0,1008,1008,6,0.1,1.0,240.0,0.1,18.0,134500
1114,20,5400,5,7,67,0.1,415.0,418.0,833.0,833,833,4,0.1,1.0,326.0,0.1,0.1,117000
1115,20,12085,8,5,14,328.0,1004.0,730.0,1734.0,1734,1734,7,1.0,3.0,928.0,0.1,0.1,318000
1116,80,7750,8,5,19,0.1,353.0,55.0,408.0,779,1419,7,1.0,2.0,527.0,120.0,0.1,184100
1117,20,9764,5,7,54,0.1,702.0,192.0,894.0,894,894,5,0.1,2.0,450.0,0.1,0.1,130000
1118,80,13825,5,6,63,0.1,0.1,533.0,533.0,1021,1601,6,0.1,1.0,300.0,280.0,34.0,140000
1119,20,7560,5,5,62,0.1,369.0,671.0,1040.0,1040,1040,6,0.1,1.0,286.0,140.0,0.1,133700
1120,30,8263,6,5,101,0.1,0.1,1012.0,1012.0,1012,1012,6,1.0,1.0,308.0,0.1,22.0,118400
1121,20,10084,7,5,16,196.0,24.0,1528.0,1552.0,1552,1552,7,0.1,3.0,782.0,144.0,20.0,212900
1122,20,8926,4,3,65,0.1,0.1,672.0,672.0,960,960,5,0.1,1.0,288.0,64.0,0.1,112000
1123,20,9405,5,9,74,0.1,0.1,698.0,698.0,698,698,4,0.1,0.1,0.1,0.1,200.0,118000
1124,80,9125,7,5,29,170.0,0.1,384.0,384.0,812,1482,7,1.0,2.0,392.0,100.0,25.0,163900
1125,20,10434,4,5,66,0.1,0.1,1005.0,1005.0,1005,1005,5,1.0,2.0,672.0,0.1,0.1,115000
1126,120,3684,7,5,14,130.0,0.1,1373.0,1373.0,1555,1555,7,1.0,3.0,660.0,143.0,20.0,174000
1127,20,14572,7,5,17,0.1,1300.0,230.0,1530.0,1530,1530,7,1.0,3.0,630.0,144.0,36.0,259000
1128,60,11796,7,5,17,0.1,0.1,847.0,847.0,847,1959,8,1.0,2.0,434.0,100.0,48.0,215000
1129,90,7200,5,5,41,180.0,936.0,0.1,936.0,936,936,4,0.1,2.0,672.0,49.0,0.1,140000
1130,50,7804,4,3,93,0.1,622.0,500.0,1122.0,1328,1981,7,2.0,2.0,576.0,431.0,44.0,135000
1131,20,10712,5,5,30,0.1,212.0,762.0,974.0,974,974,5,0.1,0.1,0.1,0.1,28.0,93500
1132,70,9900,6,4,141,0.1,0.1,1008.0,1008.0,1178,2210,8,0.1,1.0,205.0,0.1,48.0,117500
1133,60,9828,8,5,26,0.1,584.0,544.0,1128.0,1142,2020,8,1.0,2.0,466.0,0.1,155.0,239500
1134,60,8773,6,5,24,0.1,0.1,916.0,916.0,916,1600,7,1.0,2.0,460.0,100.0,38.0,169000
1135,30,6180,6,5,95,0.1,0.1,960.0,960.0,986,986,5,1.0,1.0,180.0,0.1,128.0,102000
1136,50,9600,6,5,71,0.1,280.0,752.0,1032.0,1032,1252,6,0.1,1.0,288.0,0.1,0.1,119000
1137,50,6342,5,8,146,0.1,0.1,780.0,780.0,780,1020,6,0.1,0.1,0.1,0.1,0.1,94000
1138,20,9819,6,5,44,0.1,1567.0,0.1,1567.0,1567,1567,5,2.0,2.0,714.0,264.0,32.0,196000
1139,30,8731,5,5,101,0.1,645.0,270.0,915.0,1167,1167,6,1.0,2.0,495.0,0.1,0.1,144000
1140,20,7350,5,7,70,0.1,852.0,100.0,952.0,952,952,4,0.1,2.0,840.0,0.1,0.1,139000
1141,60,10304,5,7,45,44.0,381.0,399.0,780.0,1088,1868,9,1.0,2.0,484.0,448.0,96.0,197500
1142,60,9965,8,5,15,340.0,1150.0,316.0,1466.0,1466,2828,11,1.0,3.0,1052.0,125.0,144.0,424870
1143,20,9000,5,3,62,0.1,288.0,718.0,1006.0,1006,1006,5,0.1,0.1,0.1,0.1,24.0,80000
1144,190,12180,4,4,80,0.1,348.0,324.0,672.0,672,924,5,0.1,1.0,280.0,0.1,0.1,80000
1145,50,6240,5,6,93,0.1,0.1,1042.0,1042.0,1042,1576,8,1.0,1.0,225.0,0.1,0.1,149000
1146,20,11200,6,5,36,85.0,1258.0,40.0,1298.0,1298,1298,5,1.0,2.0,403.0,165.0,26.0,180000
1147,70,12000,7,7,80,0.1,275.0,429.0,704.0,860,1564,7,1.0,1.0,234.0,0.1,0.1,174500
1148,50,5700,7,7,95,0.1,0.1,572.0,572.0,572,1111,5,1.0,1.0,288.0,0.1,0.1,116900
1149,70,9000,7,9,101,0.1,624.0,26.0,650.0,832,1482,7,0.1,2.0,324.0,0.1,0.1,143000
