MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
60,10625,7,5,16,0,0,1026,1026,1026,1958,9,1,3,936,154,210,250000
20,10991,8,5,14,80,0,1571,1571,1571,1571,7,1,3,722,100,36,239000
30,6292,6,5,91,0,384,384,768,790,790,4,0,1,160,0,141,91000
50,10998,5,5,80,0,408,156,984,984,1604,6,0,2,660,0,68,117000
160,1953,6,5,48,408,309,174,483,483,987,5,0,1,264,72,0,83000
80,9735,5,5,15,0,0,384,384,754,1394,7,0,2,400,100,0,167500
30,8212,3,3,107,0,203,661,864,864,864,5,0,1,200,0,0,58500
20,12925,6,7,51,0,865,340,1205,2117,2117,7,2,2,550,0,42,237500
70,7200,7,7,101,0,0,596,596,998,1762,8,0,2,576,36,0,157000
30,25339,5,7,103,0,0,816,816,1416,1416,7,0,2,576,0,0,112000
50,9060,6,5,82,0,204,356,560,698,1258,6,0,1,280,0,0,105000
50,5436,4,8,99,0,735,61,796,796,1154,7,0,1,240,0,96,125500
60,16692,7,5,43,184,790,133,1392,1392,2784,12,2,2,564,0,112,250000
50,8520,6,7,105,0,168,0,714,1664,2526,10,1,1,216,88,15,136000
20,14892,9,5,15,160,1320,426,1746,1746,1746,7,2,3,758,201,39,377500
50,6000,6,6,80,0,375,360,735,869,1218,6,1,2,440,0,0,131000
20,9100,7,5,21,244,1400,125,1525,1525,1525,6,0,2,541,219,36,235000
90,8944,5,5,54,0,0,1584,1584,1584,1584,8,0,3,792,0,152,124000
85,7838,5,5,54,0,769,95,864,900,900,6,1,1,288,175,144,123000
190,10800,6,7,116,0,0,482,482,1221,1912,7,1,2,672,0,25,163000
120,4045,7,5,15,45,1070,286,1356,1500,1500,6,1,3,648,161,20,246578
60,12665,8,5,16,245,0,1094,1094,1133,2482,9,1,3,642,144,39,281213
20,57200,5,5,73,0,353,60,747,1687,1687,7,2,2,572,0,0,160000
70,6120,5,8,101,0,0,939,939,939,1513,8,0,1,180,24,0,137500
50,7200,5,4,71,0,180,676,1208,1136,1904,7,0,1,240,0,0,138000
50,6171,6,6,96,0,264,712,976,1160,1608,7,1,1,216,147,16,137450
50,6000,6,7,92,0,0,862,862,950,1158,5,1,1,208,0,0,120000
60,7415,6,5,17,0,759,80,839,864,1593,8,1,2,398,100,75,193000
20,6762,7,5,15,0,0,1286,1286,1294,1294,6,1,2,662,168,55,193879
20,15256,8,5,14,84,929,556,1485,1464,1464,6,0,3,754,168,160,282922
50,10410,3,4,106,0,0,672,672,694,1214,6,0,3,936,216,0,105000
120,3842,8,5,17,174,1373,221,1594,1646,1646,5,1,2,482,128,53,275000
85,8445,5,7,49,0,656,112,768,768,768,5,0,2,396,58,0,133000
20,8780,5,5,36,0,625,208,833,833,833,5,0,0,0,0,0,112000
70,7740,4,7,111,0,0,622,622,741,1363,6,0,2,528,0,0,125500
60,20544,7,6,35,123,0,791,791,1236,2093,7,1,2,542,364,63,215000
60,12420,7,5,20,0,666,278,944,944,1840,6,0,2,622,0,45,230000
50,9600,6,8,71,0,120,736,856,1112,1668,6,0,1,271,0,0,140000
90,7200,4,5,72,0,0,0,0,1040,1040,6,0,2,420,0,0,90000
20,10994,8,5,16,366,976,868,1844,1844,1844,7,1,2,620,165,44,257000
50,13053,6,7,98,0,0,833,833,1053,1848,8,1,2,370,0,0,207000
120,3635,7,5,14,130,988,398,1386,1569,1569,7,1,3,660,143,20,175900
190,11340,4,6,136,0,0,777,777,1246,2290,11,0,2,560,0,0,122500
60,16545,8,5,23,731,781,503,1284,1310,2450,7,1,3,1069,0,126,340000
20,9204,5,5,58,0,25,247,1144,1144,1144,6,0,1,336,0,88,124000
20,16381,6,5,52,312,1110,734,1844,1844,1844,7,1,2,540,0,73,223000
60,11700,6,6,53,420,404,304,708,708,1416,7,1,2,776,0,169,179900
120,4043,6,5,44,0,360,709,1069,1069,1069,4,1,2,440,0,55,127500
120,4435,6,5,18,170,686,162,848,848,848,3,0,2,420,140,0,136500
80,19690,6,7,55,0,0,697,697,1575,2201,8,1,2,432,586,236,274970
20,9503,5,5,63,0,457,193,1024,1344,1344,6,1,1,484,316,28,144000
20,10721,6,6,62,243,0,1252,1252,1252,1252,7,0,2,528,0,39,142000
60,10944,7,5,27,448,1000,223,1223,1223,2127,5,2,2,525,171,132,271000
50,10930,5,6,76,0,580,333,913,1048,1558,6,1,1,288,0,0,140000
30,7200,5,7,81,294,510,278,788,804,804,4,2,1,240,0,0,119000
20,12546,6,7,40,310,678,762,1440,1440,1440,7,1,2,467,0,0,182900
60,21930,5,5,16,0,0,732,732,734,1838,7,1,2,372,100,40,192140
120,4928,6,6,45,0,958,0,958,958,958,5,0,2,440,0,60,143750
30,10800,4,6,94,0,0,656,656,968,968,5,0,1,216,0,0,64500
60,10261,6,5,21,318,0,936,936,962,1792,8,1,2,451,0,0,186500
20,17400,5,5,44,0,936,190,1126,1126,1126,5,1,2,484,295,41,160000
20,8400,6,9,59,237,0,1319,1319,1537,1537,7,1,2,462,0,36,174000
20,9000,4,6,50,0,616,248,864,864,864,5,0,2,528,0,0,120500
20,12444,8,5,13,426,1336,596,1932,1932,1932,7,1,3,774,0,66,394617
20,7407,6,7,64,0,600,312,912,1236,1236,6,0,2,923,0,158,149700
60,11584,7,6,42,96,315,114,539,1040,1725,6,1,2,550,0,88,197000
70,11526,6,7,99,0,0,588,588,1423,2555,11,1,2,672,431,0,191000
120,4426,6,5,17,147,697,151,848,848,848,3,1,2,420,149,0,149300
60,11003,10,5,13,160,765,252,1017,1026,2007,10,1,3,812,168,52,310000
30,8854,6,6,105,0,0,952,952,952,952,4,1,1,192,0,98,121000
20,8500,7,5,17,106,0,1422,1422,1422,1422,7,0,2,626,192,60,179600
85,8400,6,5,55,0,187,0,814,913,913,6,0,1,240,0,0,129000
20,26142,5,7,59,189,593,595,1188,1188,1188,6,0,1,312,261,39,157900
60,10000,8,5,26,438,1079,141,1220,1220,2090,8,1,2,556,0,65,240000
50,11767,4,7,111,0,0,560,560,796,1346,6,0,1,384,168,24,112000
180,1533,5,7,51,0,553,77,630,630,630,3,0,0,0,0,0,92000
90,9000,5,5,47,0,0,896,896,896,1792,8,0,0,0,32,45,136000
20,9262,8,5,13,194,0,1573,1573,1578,1578,7,1,3,840,0,36,287090
180,3675,5,5,16,80,547,0,547,1072,1072,5,0,2,525,0,28,145000
20,17217,5,5,15,0,0,1140,1140,1140,1140,6,0,0,0,36,56,84500
20,7500,7,5,17,0,410,811,1221,1221,1221,6,0,2,400,0,113,185000
60,7917,6,5,22,0,0,953,953,953,1647,7,1,2,460,0,40,175000
20,13175,6,6,43,119,790,589,1542,2073,2073,7,2,2,500,349,0,210000
70,9042,7,9,80,0,275,877,1152,1188,2340,9,2,1,252,0,60,266500
20,9717,5,6,71,0,49,0,1078,1078,1078,5,0,1,240,366,0,142125
20,9937,5,6,56,0,830,136,1256,1256,1256,6,0,1,276,736,68,147500
